License Number,Facility Name,DBA,Facility Type,Street,City,State,Zip Code,Date Updated,Latitude,Longitude
403R-00275,EAGLE RIVER INVESTMENTS LLC,Meadows,Retail Marijuana Cultivation Facility,"1265 Rock Creek Circle, Suite A",Lafayette,CO,80026,2024-09-03,39.9747376,-105.073988
403R-00276,EAGLE RIVER INVESTMENTS LLC,Meadows,Retail Marijuana Cultivation Facility,"1265 Rock Creek Circle, Suite B",Lafayette,CO,80026,2024-09-03,39.9747376,-105.073988
403R-01063,EAH ENTERPRISES LLC,Vera Cultivation,Retail Marijuana Cultivation Facility,3105 North 75th Street,Boulder,CO,80301,2024-09-03,40.0310008,-105.1799901
403R-00958,EARTH ENERGY UNLIMITED LLC,Earth Energy Extracts,Retail Marijuana Cultivation Facility,24 North Electronic Drive Suite B,Pueblo West,CO,81007,2024-09-03,38.3265,-104.706879
403R-01161,EGOZI VENTURES LLC,Highlands Best,Retail Marijuana Cultivation Facility,2160 South Lipan Street,Denver,CO,80223,2024-09-03,39.6774261,-105.0016697
403R-00216,EJB VENTURES LLC,Harmony Extracts,Retail Marijuana Cultivation Facility,4500 North Jason Street,Denver,CO,80211,2024-09-03,39.778343,-104.999356
403R-00966,EJB VENTURES LLC,Harmony Extracts,Retail Marijuana Cultivation Facility,121 North Mariposa Street,Denver,CO,80223,2024-09-03,39.695499,-105.002699
403R-00562,ELEVATED QUALITY WHOLESALE LLC,,Retail Marijuana Cultivation Facility,210 East 10th Street,Leadville,CO,80461,2024-09-03,39.2525619,-106.2906319
403R-00412,ELK MOUNTAIN TRADING POST LLC,Elk Mountain Trading Post LLC,Retail Marijuana Cultivation Facility,170 East 3rd Street,De Beque,CO,81630,2024-09-03,39.3320028,-108.2130301
403R-01337,EMBER LIMITED,,Retail Marijuana Cultivation Facility,7900 Lane 20,Ordway,CO,81063,2024-09-03,38.22749,-103.710771
403R-01316,EMERALD STONE LLC,,Retail Marijuana Cultivation Facility,19864 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-00183,EV JASON ST LLC,,Retail Marijuana Cultivation Facility,2209 South Jason Street,Denver,CO,80223,2024-09-03,39.6764072,-104.999567
403R-00822,EVERGREEN NATURALS LLC,Sun House,Retail Marijuana Cultivation Facility,58239 County Road Z,Moffat,CO,81143,2024-09-03,38.085529,-105.921786
403R-00821,EVERGREEN NATURALS LLC,Sun House,Retail Marijuana Cultivation Facility,58301 County Road Z,Moffat,CO,81143,2024-09-03,38.085529,-105.921786
403R-01076,EVERGREEN NURSERY FARMS LLC,Motavation Farms LLC,Retail Marijuana Cultivation Facility,2367 Little Burnt Mill Road,Pueblo,CO,81004,2024-09-03,38.1933231,-104.6664912
403R-00826,EXPANDING EARTH LLC,,Retail Marijuana Cultivation Facility,59568 County Road T,Moffat,CO,81143,2024-09-03,37.9935538,-106.0274389
403R-00723,FAMILY FARM GROWERS LLC,,Retail Marijuana Cultivation Facility,43801 East State Highway 96,Pueblo,CO,81006,2024-09-03,38.26893,-104.395327
403R-01282,FANTASTIC DREAM LLC,,Retail Marijuana Cultivation Facility,15749 US Highway 285,Saguache,CO,81149,2024-09-03,37.9773131,-106.1439704
403R-00486,FARAGOSI FARMS INC,Faragosi Farms,Retail Marijuana Cultivation Facility,612 Hainlen Street,Trinidad,CO,81082,2024-09-03,37.1773688,-104.4962766
403R-00103,FIVEFIFTYFIVE LLC,,Retail Marijuana Cultivation Facility,5550 Joliet Street,Denver,CO,80239,2024-09-03,39.7973689,-104.8606905
403R-00199,FLOWER POWER BOTANICALS LLC,,Retail Marijuana Cultivation Facility,1308 -1310 Duff Drive,Fort Collins,CO,80524,2024-09-03,40.5912784,-105.0547251
403R-00774,FLYING J INC,Kushmas,Retail Marijuana Cultivation Facility,843 East Chemical Drive,Pueblo West,CO,81007,2024-09-03,38.328732,-104.707223
403R-01484,FOCUS BUDS LLC,Focus Buds,Retail Marijuana Cultivation Facility,303 County Road 504,Walsenburg,CO,81089,2024-09-03,37.599631,-104.862254
403R-00249,FOX STREET WELLNESS LLC,,Retail Marijuana Cultivation Facility,4773 North Fox Street,Denver,CO,80216,2024-09-03,39.78367,-104.994378
403R-00943,FREEDOM GROWERS INC,,Retail Marijuana Cultivation Facility,3502 Freedom Road Unit C,Trinidad,CO,81082,2024-09-03,37.1888012,-104.4975284
403R-00726,FREEDOM GROWERS INC,,Retail Marijuana Cultivation Facility,"3502 Freedom Road, Unit A",Trinidad,CO,81082,2024-09-03,37.1888012,-104.4975284
403R-00944,FREEDOM GROWERS INC,,Retail Marijuana Cultivation Facility,"3502 Freedom Road, Unit B,",Trinidad,CO,81082,2024-09-03,37.1888012,-104.4975284
403R-01257,FREEDOM GROWERS INC,,Retail Marijuana Cultivation Facility,3613 Freedom Road Unit B,Trinidad,CO,81082,2024-09-03,37.1888012,-104.4975284
403R-01262,FREEDOM GROWERS INC,,Retail Marijuana Cultivation Facility,3613A Freedom Road,Trinidad,CO,81082,2024-09-03,37.1888012,-104.4975284
403R-00594,FREEDOM ROAD GARDEN LTD,Freedom Road,Retail Marijuana Cultivation Facility,2600 Freedom Road,Trinidad,CO,81082,2024-09-03,37.193853,-104.496739
403R-01307,FRESH FAB LLC,,Retail Marijuana Cultivation Facility,59 North Fabrication Drive,Pueblo West,CO,81007,2024-09-03,38.335639,-104.731861
403R-00173,FRESH ORGANIC LLC,Fresh Cannabis,Retail Marijuana Cultivation Facility,"11450 Cherokee Street, Units A4, A5, A6, A7,",Northglenn,CO,80234,2024-09-03,39.904748,-104.991736
403R-01270,FRONT RANGE BOTANICAL LLC,South Park Farma,Retail Marijuana Cultivation Facility,5715 Fairfax Street Unit B,Commerce City,CO,80022,2024-09-03,39.8003235,-104.9285041
403R-00938,FROSTY TOP FARMS LLC,Frosty Top Farms,Retail Marijuana Cultivation Facility,"163 Goldmine Drive, Unit C",Pagosa Springs,CO,81147,2024-09-03,37.2691991,-107.0311019
403R-00040,FUTUREVISION LTD,Medicine Man,Retail Marijuana Cultivation Facility,4750 North Nome Street,Denver,CO,80239,2024-09-03,39.786408,-104.852428
403R-01449,GANJA GUYS LLC,,Retail Marijuana Cultivation Facility,709 Mayor Patricia Reigel Boulevard,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-01476,GANJABEAN CULTIVATORS LLC,,Retail Marijuana Cultivation Facility,318 Mary Jane Lane,Moffat,CO,81143,2024-09-03,37.702995,-106.686386
403R-00289,GAS AND GRASS LLC,Rollup,Retail Marijuana Cultivation Facility,505 North Bryant Street,Denver,CO,80204,2024-09-03,39.725184,-105.018669
403R-01345,GAS HOUSE FARMS LLC,,Retail Marijuana Cultivation Facility,20218 Sherman Lane,Ordway,CO,81063,2024-09-03,38.225581,-103.755342
403R-00168,GATSBY HOLDINGS LLC,Billo,Retail Marijuana Cultivation Facility,"1707 Copper Ridge Spur, Unit A",Steamboat Springs,CO,80487,2024-09-03,40.5125896,-106.852639
403R-01237,GATSBY HOLDINGS LLC,Billo,Retail Marijuana Cultivation Facility,"2835 Downhill Plaza, Unit 605",Steamboat Springs,CO,80487,2024-09-03,40.5096876,-106.8592666
403R-01424,GEMSTONED INC,GemStoned,Retail Marijuana Cultivation Facility,424 Indica Lane,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-00477,GHT FARMS LLC,GHT LLC,Retail Marijuana Cultivation Facility,"13800 East Moncrieff Place, Unit A",Aurora,CO,80011,2024-09-03,39.7655611,-104.8262752
403R-00067,GHT LLC,GHT Farms LLC,Retail Marijuana Cultivation Facility,5020 East 41st Avenue,Denver,CO,80216,2024-09-03,39.773473,-104.9292696
403R-00330,GM INC,GREEN WORLD,Retail Marijuana Cultivation Facility,23320 County Road K5,San Luis,CO,81152,2024-09-03,37.122824,-106.001322
403R-01018,GRASSHOPPER FARMS CO LLC,Grasshopper Farms,Retail Marijuana Cultivation Facility,9135 State Highway 96 West,Pueblo,CO,81005,2024-09-03,38.251495,-105.01249
403R-01221,GRASSLAND FARMS LLC,,Retail Marijuana Cultivation Facility,8867 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-01461,GRATEFUL GROVE LLC,,Retail Marijuana Cultivation Facility,6185 Arapahoe Road Unit C,Boulder,CO,80303,2024-09-03,40.015524,-105.2092685
403R-01189,GREEN APPLE ACRES LLC,,Retail Marijuana Cultivation Facility,841 Joey Lane,Moffat,CO,81143,2024-09-03,37.211154,-107.172699
403R-00852,GREEN CROSS LLC,Green Cross of Cherry Creek,Retail Marijuana Cultivation Facility,5225 North Monroe Street,Denver,CO,80216,2024-09-03,39.775704,-104.945285
403R-01179,GREEN DEPOT FARMS LLC,,Retail Marijuana Cultivation Facility,902 MR. 45 Lane,Moffat,CO,81143,2024-09-03,37.639828,-106.204111
403R-00629,GREEN FARMERS LLC,,Retail Marijuana Cultivation Facility,7571 Vanessa Drive,Pueblo,CO,81005,2024-09-03,38.2445969,-104.8788441
403R-00742,GREEN FIELDS LLC,GreenFields,Retail Marijuana Cultivation Facility,"5200 East Smith Road, Suite 120",Denver,CO,80216,2024-09-03,39.775054,-104.925976
403R-01389,GREEN LIGHT AGRITECH LLC ,,Retail Marijuana Cultivation Facility,601 Dunn Deal Drive,Moffat,CO,81143,2024-09-03,37.215457,-107.651024
403R-00068,GREEN LIGHT SUPPLY LLC,Growlytics,Retail Marijuana Cultivation Facility,4105 North Jason Street,Denver,CO,80211,2024-09-03,39.773025,-104.99948
403R-01135,GREEN SATIVA LLC,,Retail Marijuana Cultivation Facility,63500 East Highway 96,Boone,CO,81025,2024-09-03,38.194095,-104.156241
403R-00898,GREEN SATIVA LLC,,Retail Marijuana Cultivation Facility,3990 Grape Street,Denver,CO,80207,2024-09-03,39.7724948,-104.924508
403R-01199,GREEN STREET LLC,,Retail Marijuana Cultivation Facility,20319 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-01198,GREEN STREET LLC,,Retail Marijuana Cultivation Facility,20321 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-01468,GREEN TREE BERTHOUD LLC,Green Tree,Retail Marijuana Cultivation Facility,1090 North 2nd Street,Berthoud,CO,80513,2024-09-03,40.3124028,-105.0760007
403R-01013,GREENER HEIGHTS LLC,,Retail Marijuana Cultivation Facility,1850 Pope Valley Ranch Road,Pueblo,CO,81005,2024-09-03,38.261126,-104.646285
403R-00746,GREENHOUSE WORKZ INC,,Retail Marijuana Cultivation Facility,65 North Laser Drive,Pueblo West,CO,81007,2024-09-03,38.330669,-104.711474
403R-00993,GROW INC,,Retail Marijuana Cultivation Facility,2797 59th Lane,Boone,CO,81025,2024-09-03,38.183717,-104.239739
403R-00519,GROW INC,,Retail Marijuana Cultivation Facility,4245 West 13th Street,Pueblo,CO,81003,2024-09-03,38.279003,-104.6681267
403R-00994,GROW INC,,Retail Marijuana Cultivation Facility,6033 State Highway 78 West,Pueblo,CO,81005,2024-09-03,38.1880897,-104.7408161
403R-01465,GROW.GODS.GENETICS LLC,,Retail Marijuana Cultivation Facility,788 Vallejo Street,Denver,CO,80204,2024-09-03,39.7290694,-105.0129058
403R-01382,GROWZILLAS5280 LLC,Growzillas5280,Retail Marijuana Cultivation Facility,325 Mary Jane Lane,Moffat,CO,81143,2024-09-03,37.702995,-106.686386
403R-01086,GT CULTIVATION LLC,,Retail Marijuana Cultivation Facility,"6859 North Foothills Highway, E-100",Boulder,CO,80302,2024-09-03,40.098832,-105.282145
403R-00788,GUARANTEED GREEN LTD,Olio,Retail Marijuana Cultivation Facility,"4800 North Oakland Street, Unit 3",Denver,CO,80239,2024-09-03,39.78622,-104.850667
403R-00677,GUARANTEED GREEN LTD,Olio,Retail Marijuana Cultivation Facility,"4800 North Oakland Street, Unit 5",Denver,CO,80239,2024-09-03,39.78622,-104.850667
403R-00078,Golden Meds Mergerco LLC,Golden Meds,Retail Marijuana Cultivation Facility,5077 North Colorado Boulevard,Denver,CO,80216,2024-09-03,39.787186,-104.940634
403R-01369,Great Divide Lettuce Colony Inc.,,Retail Marijuana Cultivation Facility,1851 Grand County Road 60 Unit C,Granby,CO,80446,2024-09-03,40.086994,-105.894042
403R-01140,HAPPY FARMER LTD,,Retail Marijuana Cultivation Facility,"220 North 12th Street, Unit A, Suite II, III, IV and Hallway",Carbondale,CO,81623,2024-09-03,39.402977,-107.218464
403R-00976,HAPPY LAND FARMS INC,,Retail Marijuana Cultivation Facility,48254 County Road T,Saguache,CO,81149,2024-09-03,37.9954561,-106.1204963
403R-00117,HCH2 LLC,,Retail Marijuana Cultivation Facility,40 South Main Street,Alma,CO,80420,2024-09-03,39.2827791,-106.061623
403R-01458,HEADYCHOICE LLC,Erva,Retail Marijuana Cultivation Facility,6859 North Foothills Highway Suite D300,Boulder,CO,80302,2024-09-03,40.0983218,-105.2821961
403R-00357,HEALING HOUSE LAKEWOOD LLC,Ascend Cannabis Co.,Retail Marijuana Cultivation Facility,7420 Rex Road,Pueblo,CO,81005,2024-09-03,38.255533,-104.65062
403R-00355,HEARTLAND INDUSTRIES LLC,,Retail Marijuana Cultivation Facility,9000 South Interstate 25,Colorado City,CO,81019,2024-09-03,37.120143,-104.52041
403R-01124,HERBAL GARDEN SOUTH LLC ,,Retail Marijuana Cultivation Facility,3620 Freedom Road,Trinidad,CO,81082,2024-09-03,37.1888012,-104.4975284
403R-01343,HERNANDEZ NOY INVESTING LLC,,Retail Marijuana Cultivation Facility,849 Joey Lane,Moffat,CO,81143,2024-09-03,37.211154,-107.172699
403R-00130,HG LTD,Higher Grade,Retail Marijuana Cultivation Facility,5010 North Paris Street,Denver,CO,80239,2024-09-03,39.788545,-104.84882
403R-00328,HGS LLC,High Grade Specialists,Retail Marijuana Cultivation Facility,"600 Cloman Boulevard Units 5, 6, 7, & 8",Pagosa Springs,CO,81147,2024-09-03,37.271623,-107.013099
403R-00401,HIERBA BUENA LLC,Hierba Buena,Retail Marijuana Cultivation Facility,"20663 County Road P.6, Lot B",San Luis,CO,81152,2024-09-03,37.181201,-105.946492
403R-00700,HIGH CANYON LLC,,Retail Marijuana Cultivation Facility,4780 Farasita Boulevard,Pueblo,CO,81005,2024-09-03,37.144853,-104.501234
403R-01444,HIGH COLLECTIVE LLC,Wolfpac Gardens,Retail Marijuana Cultivation Facility,4900 Colorado Boulevard,Denver,CO,80216,2024-09-03,39.7850046,-104.9406584
403R-00521,HIGH COUNTRY MANAGEMENT GROUP LLC,High Country Cones,Retail Marijuana Cultivation Facility,136 Kokanee Road,Fairplay,CO,80440,2024-09-03,39.131954,-105.985299
403R-00096,HIGH COUNTRY SUPPLY LLC,Colorado Harvest Company,Retail Marijuana Cultivation Facility,1178 South Kalamath Street,Denver,CO,80223,2024-09-03,39.6953391,-105.0002192
403R-00097,HIGH COUNTRY SUPPLY LLC,Colorado Harvest Company,Retail Marijuana Cultivation Facility,2335 South Platte River Drive,Denver,CO,80223,2024-09-03,39.6775609,-104.9973269
403R-00265,HIGH DEMAND LLC,High Demand,Retail Marijuana Cultivation Facility,31 North Silicon Drive,Pueblo West,CO,81007,2024-09-03,38.3301,-104.71621
403R-01117,HIGH DEMAND LLC ,Terps,Retail Marijuana Cultivation Facility,38 North Silicon Drive,Pueblo West,CO,81007,2024-09-03,38.330512,-104.716068
403R-00843,HIGH HORSE LLC,Snaxland,Retail Marijuana Cultivation Facility,76 North Mission Drive,Pueblo West,CO,81007,2024-09-03,38.328815,-104.709192
403R-00160,HIGH PLAINZ STRAINS II LLC,,Retail Marijuana Cultivation Facility,2506 6th Avenue,Garden City,CO,80631,2024-09-03,40.3967964,-104.6874197
403R-01349,HIGH PLAINZ STRAINS III LLC,,Retail Marijuana Cultivation Facility,114 First Street Unit A,Sedgwick,CO,80749,2024-09-03,40.934511,-102.523768
403R-01361,HIGH RYSE LLC,High Ryse,Retail Marijuana Cultivation Facility,1001 North Tejon Street,Denver,CO,80204,2024-09-03,39.732438,-105.011299
403R-00916,HIGHJINX LLC,Happy Plant Farms,Retail Marijuana Cultivation Facility,3610 County Road 58,Center,CO,81125,2024-09-03,37.794571,-105.946798
403R-00041,IDAHO SPRINGS LLC,Bonfire Cannabis,Retail Marijuana Cultivation Facility,15 Colorado Boulevard,Idaho Springs,CO,80452,2024-09-03,39.7443268,-105.5327816
403R-00472,IGADI LTD,IgadI,Retail Marijuana Cultivation Facility,"472 North Laredo Street, Units A-E & P-T",Aurora,CO,80011,2024-09-03,39.723652,-104.800498
403R-00392,IGADI LTD,IgadI,Retail Marijuana Cultivation Facility,"72399 US Highway 40, Unit C",Tabernash,CO,80478,2024-09-03,39.9967151,-105.88714
403R-00250,IN HOUSE LLC,,Retail Marijuana Cultivation Facility,735 West Bayaud Avenue,Denver,CO,80223,2024-09-03,39.714885,-104.997063
403R-00673,IN THE FLOW LLC,In the Flow,Retail Marijuana Cultivation Facility,5690 Valmont Road,Boulder,CO,80301,2024-09-03,40.029164,-105.2210484
403R-01100,INDICO COLORADO INC,,Retail Marijuana Cultivation Facility,20637 Highway 96,Sugar City,CO,81076,2024-09-03,38.228508,-103.692436
403R-01235,INFINITE PHARMS LLC,,Retail Marijuana Cultivation Facility,20071 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-00656,INSITE COMMERCIAL & TRADING LIMITED GROUP LLC,,Retail Marijuana Cultivation Facility,"2310 Pope Valley Ranch Road, Unit B",Pueblo,CO,81005,2024-09-03,38.261126,-104.646285
403R-01463,IO ENTERPRISES LLC,Blazing Ridge Farms,Retail Marijuana Cultivation Facility,720 North Reigel Court,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-00980,ISLAND GROUP LLC,Limonene Farms,Retail Marijuana Cultivation Facility,1905 Pope Valley Ranch Road,Pueblo,CO,81005,2024-09-03,38.261126,-104.646285
403R-00686,ISM2 INC,Green Dot Labs,Retail Marijuana Cultivation Facility,"7077 Winchester Circle, Unit B",Boulder,CO,80301,2024-09-03,40.0791179,-105.1887759
403R-00411,ISM2 INC,Green Dot Labs,Retail Marijuana Cultivation Facility,2150 South Lipan Street,Denver,CO,80223,2024-09-03,39.6775887,-105.0016709
403R-01178,ISM2 INC,Green Dot Labs,Retail Marijuana Cultivation Facility,12555 East 37th Avenue,Denver,CO,80239,2024-09-03,39.7678225,-104.8411724
403R-00955,J AND J ENTERPRISES INC,Random Precision,Retail Marijuana Cultivation Facility,235 Bastille Drive,Pagosa Springs,CO,81147,2024-09-03,37.2538409,-107.0833798
403R-00346,J and J ENTERPRISES INC,Pagosa Therapeutics,Retail Marijuana Cultivation Facility,354 Bastille Drive,Pagosa Springs,CO,81147,2024-09-03,37.2526228,-107.0849456
403R-00905,J&P INVESTMENTS LLC,Newt Brothers Artisanal,Retail Marijuana Cultivation Facility,3850 East 48th Avenue,Denver,CO,80216,2024-09-03,39.7836948,-104.9423328
403R-01380,JACKSONS FARMS LLC,,Retail Marijuana Cultivation Facility,8295 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-00086,JCSC LLC,Cold Cure Labs,Retail Marijuana Cultivation Facility,"4237 North Josephine Street, Units 102 & 103",Denver,CO,80216,2024-09-03,39.775962,-104.95832
403R-01008,JDW FARMS LLC,,Retail Marijuana Cultivation Facility,6387 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.1706187,-104.7722758
403R-00142,JEM DUTCH ACRES LLC,Earl's,Retail Marijuana Cultivation Facility,1900 County Road 8,Leadville,CO,80461,2024-09-03,39.262048,-106.289503
403R-00062,JET BLACK ENTERPRISES LLC,Leiffa,Retail Marijuana Cultivation Facility,5775 East 39th Avenue,Denver,CO,80207,2024-09-03,39.7711411,-104.9206237
403R-00251,JET BLACK ENTERPRISES LLC,Leiffa,Retail Marijuana Cultivation Facility,"4600 North Ironton Street, Unit 103",Denver,CO,80239,2024-09-03,39.782313,-104.863207
403R-00004,JGB VENTURES LLC,DANK,Retail Marijuana Cultivation Facility,"3835 North Elm Street, Unit C",Denver,CO,80207,2024-09-03,39.769926,-104.929405
403R-01206,JJ FARMERS LLC ,,Retail Marijuana Cultivation Facility,917 MR 45 Lane ,Moffat,CO,81143,2024-09-03,37.639828,-106.204111
403R-00465,JKC MANUFACTURING LLC,Stratos,Retail Marijuana Cultivation Facility,73 North Research Drive,Pueblo West,CO,81007,2024-09-03,38.337742,-104.733501
403R-00942,JOE CAL ENTERPRISES INC,Pagosa Craft,Retail Marijuana Cultivation Facility,127 Goldmine Drive,Pagosa Springs,CO,81147,2024-09-03,37.2691991,-107.0311019
403R-00176,JOIS LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Cultivation Facility,2731 West Short Place,Denver,CO,80204,2024-09-03,39.7229805,-105.021385
403R-00132,JOLET VENTURES LLC,710 Labs,Retail Marijuana Cultivation Facility,10975 East 47th Avenue,Denver,CO,80239,2024-09-03,39.7827982,-104.8602643
403R-00070,JS INVESTMENTS LLC,JARS Cannabis,Retail Marijuana Cultivation Facility,5300 Joliet Street,Denver,CO,80239,2024-09-03,39.793775,-104.8608787
403R-01364,JURASSIC LABS LLC,Jurassic Labs,Retail Marijuana Cultivation Facility,705 Lincoln Avenue,Nunn,CO,80648,2024-09-03,40.7000938,-104.7816679
403R-00792,JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,Retail Marijuana Cultivation Facility,1075 South Jason Street,Denver,CO,80223,2024-09-03,39.697252,-104.999271
403R-01459,K&P ENTERPRISE LLC,Atomic Concentrates,Retail Marijuana Cultivation Facility,3601 Freedom Road,Trinidad,CO,81082,2024-09-03,37.1888012,-104.4975284
403R-01020,K.G. FARMS LLC,,Retail Marijuana Cultivation Facility,6474 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.1706906,-104.7785365
403R-00232,KARING KIND LLC,Karing Kind,Retail Marijuana Cultivation Facility,5854 Rawhide Court,Boulder,CO,80302,2024-09-03,40.0807789,-105.2810285
403R-00087,KAZIMER LLC,Rocky Mountain High,Retail Marijuana Cultivation Facility,1233 West Alameda Avenue,Denver,CO,80223,2024-09-03,39.7112625,-105.0022635
403R-01259,KBA HOLDINGS LLC,,Retail Marijuana Cultivation Facility,6105 Washington Street,Denver,CO,80216,2024-09-03,39.7808526,-104.9790148
403R-00538,KEENS GREENS EDIBLES LLC,,Retail Marijuana Cultivation Facility,"1015 West Evans Avenue, Unit EB & F",Denver,CO,80223,2024-09-03,39.678589,-105.000955
403R-01250,KEEP OFF THE GRASS LLC,,Retail Marijuana Cultivation Facility,26044 Highway 550,Durango,CO,81301,2024-09-03,37.2283423,-107.8608083
403R-01469,KGA HOLDINGS LLC,Peaks Cannabis,Retail Marijuana Cultivation Facility,500 Parsons Road,Walsenburg,CO,81089,2024-09-03,37.643957,-105.216738
403R-01400,KIND CANNABIS LLC,,Retail Marijuana Cultivation Facility,827 South Reigel Court,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-00624,KIND CARE OF COLORADO LLC,Kind Care of Colorado,Retail Marijuana Cultivation Facility,6629 South College Avenue,Fort Collins,CO,80525,2024-09-03,40.494268,-105.0774983
403R-01478,KIND COLLECTIVE LLC,,Retail Marijuana Cultivation Facility,400 South Lipan Street,Denver,CO,80223,2024-09-03,39.710119,-105.001408
403R-00414,KIND LOVE LLC,Kind Love ,Retail Marijuana Cultivation Facility,4890 North Joliet Street,Denver,CO,80239,2024-09-03,39.786402,-104.861266
403R-01122,KIND LOVE MJH LLC,Kind Love Express,Retail Marijuana Cultivation Facility,3899 North Quentin Street,Denver,CO,80239,2024-09-03,39.771063,-104.844754
403R-00378,KINFOLK FARMS LLC,Kinfolk Farms,Retail Marijuana Cultivation Facility,83 Davidson Creek Road,Durango,CO,81301,2024-09-03,37.2292436,-107.8254408
403R-00539,KINGPIN FARMS LLC,Colorado Rocky Mountain Farms,Retail Marijuana Cultivation Facility,6470 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.1706868,-104.7779017
403R-00751,KKMWB LLC,Higher End,Retail Marijuana Cultivation Facility,3035 East 4th Street,Pueblo,CO,81001,2024-09-03,38.272869,-104.5582169
403R-00544,KP LLC,Binske,Retail Marijuana Cultivation Facility,228 Arthur Avenue,Oak Creek,CO,80467,2024-09-03,40.27372,-106.961795
403R-01132,KSH CORP,,Retail Marijuana Cultivation Facility,8162 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-00207,KTA LLC,Be One Kind,Retail Marijuana Cultivation Facility,110 North Yuma Street,Denver,CO,80223,2024-09-03,39.714631,-105.014411
403R-01007,KTA LLC,Be One Kind,Retail Marijuana Cultivation Facility,12585 East 39th Avenue,Denver,CO,80239,2024-09-03,39.771412,-104.8415621
403R-01483,KUSH VALLEY NATURAL LLC,Valley Nats,Retail Marijuana Cultivation Facility,319 Mary Jane Lane,Moffat,CO,81143,2024-09-03,37.702995,-106.686386
403R-00267,L'EAGLE SERVICES LLC,L'Eagle,Retail Marijuana Cultivation Facility,380 North Quivas Street,Denver,CO,80223,2024-09-03,39.707569,-105.007424
403R-00973,LASTRIP LLC,,Retail Marijuana Cultivation Facility,60810 County Road AA,Moffat,CO,81143,2024-09-03,38.100148,-105.890498
403R-01035,LAVALAMP BOTANICALS LLC,,Retail Marijuana Cultivation Facility,28745 US Highway 160,Durango,CO,81301,2024-09-03,37.2327316,-107.8656208
403R-01026,LBW CONSULTING GROUP LLC,Seed & Smith,Retail Marijuana Cultivation Facility,10665 East 51st Avenue ,Denver,CO,80239,2024-09-03,39.7907273,-104.8641198
403R-00887,LBW CONSULTING GROUP LLC,Seed & Smith,Retail Marijuana Cultivation Facility,5070 North Oakland Street,Denver,CO,80239,2024-09-03,39.78977,-104.850593
403R-00091,LEAN LLC,Fresh Genetics,Retail Marijuana Cultivation Facility,1197 South Bannock Street,Denver,CO,80223,2024-09-03,39.6949498,-104.9902633
403R-00235,LEVELS IV INC,Levels IV Inc,Retail Marijuana Cultivation Facility,3857 North Elm Street,Denver,CO,80207,2024-09-03,39.770367,-104.929404
403R-00014,LIFE CANNABIS LLC,Life Cannabis,Retail Marijuana Cultivation Facility,231 North Wyandot Street,Denver,CO,80223,2024-09-03,39.694055,-105.015588
403R-00213,LIGHTSHADE LABS LLC,Lightshade,Retail Marijuana Cultivation Facility,3950 North Holly Street,Denver,CO,80207,2024-09-03,39.7231786,-104.9227856
403R-00043,LIGHTSHADE LABS LLC,Lightshade,Retail Marijuana Cultivation Facility,5885 East Evans Avenue,Denver,CO,80222,2024-09-03,39.678537,-104.9190832
403R-00252,LIVWELL I LLC,LivWell,Retail Marijuana Cultivation Facility,5141 North National Western Drive,Denver,CO,80216,2024-09-03,39.7880985,-104.9687887
403R-00106,LIVWELL XIII LLC,LivWell,Retail Marijuana Cultivation Facility,3880 North Holly Street,Denver,CO,80207,2024-09-03,39.7231786,-104.9227856
403R-01133,LONG GONE FARMS LLC,,Retail Marijuana Cultivation Facility,152 East Industrial Boulevard ,Pueblo West,CO,81007,2024-09-03,38.3241609,-104.6886055
403R-01398,LOS SANTOS FARMS LLC,,Retail Marijuana Cultivation Facility,708 Mayor Patricia Reigel Boulevard,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-01225,LUCKY777 LLC,Lucky777 LLC,Retail Marijuana Cultivation Facility,927 Silver Lane,Moffat,CO,81143,2024-09-03,37.85291,-106.931283
403R-01329,M&J LLC,,Retail Marijuana Cultivation Facility,19760 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-01312,MA-KALU LLC,Ma-Kalu LLC,Retail Marijuana Cultivation Facility,20070 Sherman Lane,Ordway,CO,81063,2024-09-03,38.225581,-103.755342
